mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,C#/DbMajor_count,DMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/Gbminor_count,F#/GbMajor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,BMajor_count,Dminor_count,D#_EbMajor_count,Gminor_count,D#_Ebminor_count
ENTJ,NT,entj,6zsHEfGrm1ajTBHLAZvDdv,11,0.666,0.142848871,0.626636364,0.156416286,-6.748909091,1.917472788,0.454545455,0.522232968,0.1359,0.114008096,0.115998545,0.100980673,0.125227273,0.058797246,0.511909091,0.211483075,140.0692727,42.36893572,0.013107959,0.043081492,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0
ENTJ,NT,ENTJ vibes <3,6fxzTPENLFvBNVWbKXQSrN,10,0.6759,0.164889492,0.6737,0.173357723,-5.6537,1.667132405,0.5,0.527046277,0.11588,0.094145948,0.208615,0.211946198,0.21877,0.171487855,0.5722,0.203153363,122.4548,30.99943469,0.016265711,0.041245255,1,1,0,0,2,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,0,0
ENTJ,NT,rus iti ve entj bi de drill,0dbCJTCfVfNq83bN1R6QaZ,32,0.77203125,0.09147906,0.7836875,0.164393791,-6.72421875,3.062591995,0.5625,0.504016129,0.17824375,0.093109166,0.12459875,0.131639752,0.17446875,0.125104693,0.6269375,0.193304696,132.8854375,25.06917493,0.072474851,0.205039737,0,2,1,4,1,3,0,0,0,0,2,3,0,2,0,1,6,1,3,1,0,1,0,1
ENTJ,NT,• entj •,0VvAzzVddJNDcx8g6f3Ycm,24,0.697125,0.096745885,0.813958333,0.086298511,-3.485208333,1.171062802,0.333333333,0.481543412,0.104858333,0.074198951,0.07838,0.079513165,0.223595833,0.179742307,0.597541667,0.163352108,121.5595833,24.51242348,0.000218406,0.000688414,0,0,0,1,2,3,0,1,0,2,1,2,2,1,0,0,4,0,0,1,1,0,2,1
ENTJ,NT,las mil personalidades de una entj✨,3k8noTaDz9tEpgCsMJqBWC,50,0.60114,0.16254381,0.65344,0.168222054,-6.383,2.129232611,0.6,0.494871659,0.067622,0.054970041,0.189381,0.22706971,0.170592,0.139029333,0.40708,0.243079785,121.93572,30.18915081,0.004267879,0.019371825,1,4,2,2,4,5,4,1,3,1,0,6,0,3,2,1,5,0,2,0,0,3,0,1
ENTJ,NT,entj,2TfSKETBpz8MJDrz8EVnBW,44,0.557909091,0.135802836,0.564245455,0.182911313,-8.350454545,3.39124056,0.522727273,0.505257768,0.115859091,0.108583048,0.312389091,0.255366899,0.172188636,0.145649414,0.330093182,0.185381458,125.8488182,31.12019694,0.072766023,0.211388551,3,4,1,7,1,2,0,4,0,0,2,2,2,3,3,2,1,1,3,1,1,0,1,0
ENTJ,NT,Entjungfert,6vwWalGRSoRgmBn2h9bhE5,50,0.72668,0.110606388,0.7065,0.139121478,-5.89724,1.738022528,0.52,0.50467205,0.09434,0.075966322,0.12641542,0.173701588,0.185294,0.150717872,0.521486,0.192524946,119.6724,20.99360357,0.004054037,0.015754354,2,6,0,4,3,4,1,1,1,3,4,2,1,3,1,0,3,0,5,2,2,0,2,0
ENTJ,NT,Roy Entj Vibes 💜,08eARrrU7xgs0TQ28ZmluP,12,0.670583333,0.153037404,0.65975,0.187993774,-5.901833333,2.64132122,0.583333333,0.514928651,0.082791667,0.100465312,0.254650417,0.267571398,0.149975,0.066529749,0.597325,0.287194635,119.2203333,19.38409408,0.000431098,0.001012854,1,2,1,2,0,0,0,0,0,0,0,1,1,2,1,0,1,0,0,0,0,0,0,0
ENTJ,NT,intj/entj,4cYdV972V5lfnvBt7ebk1S,18,0.586055556,0.113505881,0.783277778,0.120613532,-6.043166667,2.373704037,0.666666667,0.48507125,0.055327778,0.029914993,0.0742043,0.156608642,0.173505556,0.104312367,0.373088889,0.204268546,126.9129444,27.66212559,0.133305722,0.25069722,0,2,1,3,0,1,0,1,1,0,2,1,0,1,2,1,0,0,0,1,0,0,1,0
ENTJ,NT,Entj,5IoG6IouVRG0qEZxjBJGyt,15,0.624,0.131483839,0.645133333,0.152246448,-6.640266667,2.419684055,0.4,0.507092553,0.092626667,0.068095746,0.216198667,0.198175382,0.22192,0.18540279,0.4992,0.209998027,117.1939333,34.23398609,0.000383621,0.001312105,1,0,1,1,1,2,0,0,0,0,1,0,0,3,0,0,1,0,2,0,1,0,1,0
ENTJ,NT,entj,5bMJDKU2228OgZC7gLib3p,50,0.73684,0.116722829,0.73288,0.144690188,-4.90578,2.059034342,0.58,0.498569382,0.137302,0.090409717,0.11237344,0.108515377,0.189956,0.176447325,0.56016,0.18986003,125.13902,27.09808616,0.005620028,0.037617844,1,4,3,7,5,1,0,4,0,1,1,2,0,3,2,3,3,0,5,4,0,0,0,1
ENTJ,NT,vagina,7imJ0YE2QrlyR7OMIfyXuD,50,0.552,0.142131586,0.571238,0.239621367,-9.3799,5.341415238,0.74,0.443087498,0.15668,0.173145309,0.399474248,0.344102055,0.20203,0.182543362,0.34048,0.193049479,122.83166,29.22076807,0.12216637,0.282540114,0,7,1,4,3,3,1,2,0,1,1,8,0,5,0,3,1,3,2,2,1,0,2,0
ENTJ,NT,ENTJ,3o2n4jlRzNA3D0k5ky8uov,34,0.689029412,0.123200867,0.657029412,0.186415548,-6.016441176,1.937844057,0.441176471,0.503994737,0.122817647,0.109487803,0.167907588,0.21127653,0.138038235,0.097185989,0.504244118,0.233252449,121.5644412,23.37858989,0.035348438,0.163607345,1,4,3,3,1,3,0,2,2,0,2,3,1,0,2,0,2,0,1,0,1,0,1,2
ENTJ,NT,ENTJ JAMS📈,37uNlGVmk1YHezQNbu9nze,50,0.60188,0.14145074,0.69054,0.177433311,-6.0564,2.304374084,0.48,0.50467205,0.098358,0.080135457,0.225340486,0.227970287,0.189568,0.125300537,0.47824,0.214161785,124.14764,28.58486418,0.022112785,0.060348844,2,6,1,4,2,5,1,0,2,2,3,1,1,2,3,0,4,1,5,0,0,2,3,0
ENTJ,NT,Entj 💜,1GJk7EOBapHpKFJ5k4qKO2,24,0.640125,0.123069197,0.652833333,0.144235516,-6.610625,2.291878417,0.458333333,0.508977378,0.105708333,0.085480335,0.239474167,0.187431983,0.1818875,0.13919863,0.485791667,0.185625846,126.844125,20.03242135,0.012288855,0.046262868,2,1,0,0,0,2,1,2,0,0,1,1,0,1,3,2,1,2,0,0,2,2,1,0
