mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,Cminor_count,CMajor_count,C#/Dbminor_count,DMajor_count,D#_EbMajor_count,Eminor_count,EMajor_count,Fminor_count,FMajor_count,F#/GbMajor_count,Gminor_count,GMajor_count,G#/Abminor_count,G#/AbMajor_count,Aminor_count,AMajor_count,A#/Bbminor_count,A#/BbMajor_count,Bminor_count,C#/DbMajor_count,F#/Gbminor_count,BMajor_count,D#_Ebminor_count,Dminor_count
INTJ,NT,INTJ,653Tz3gHIUsxfG3MOasBcC,50,0.51276,0.139613104,0.66542,0.181680375,-6.4777,2.429839973,0.52,0.50467205,0.05575,0.03731671,0.195572501,0.234347574,0.175532,0.119997242,0.382762,0.210622273,124.79978,28.01856731,0.100293602,0.213390514,2,3,2,2,2,6,2,3,3,2,2,2,3,2,0,1,2,3,1,2,3,2,0,0
INTJ,NT,Favs INTJ songs,6dEgTpzVE3eHdxWBpa0Gau,27,0.642740741,0.165871264,0.65337037,0.161737952,-7.050407407,3.707697204,0.703703704,0.465321627,0.070566667,0.064374941,0.243375222,0.256568283,0.162314815,0.093054425,0.460185185,0.252963974,128.1180741,28.45782562,0.152285771,0.276707851,1,2,1,0,1,1,0,0,3,3,1,0,0,5,1,1,1,3,1,1,0,0,0,1
INTJ,NT,INTJ comfort songs,4O2ZSZ4JFei9TkBk2lo2mu,42,0.459809524,0.123405783,0.334411905,0.163574863,-11.681,4.139196876,0.833333333,0.37719547,0.032997619,0.0073449,0.594104762,0.266247643,0.151478571,0.086201139,0.250766667,0.121210894,115.3384762,27.74316904,0.017484527,0.10048323,1,6,1,2,0,0,3,0,4,3,1,6,0,4,0,3,0,2,2,2,0,0,0,2
INTJ,NT,intje drejn,0VmlCEJlKBa2uQCH0P7AIp,50,0.51522,0.164357039,0.72,0.183218393,-7.96516,3.791916861,0.7,0.46291005,0.134974,0.128136725,0.232860526,0.297756082,0.194138,0.115767458,0.379164,0.233825361,131.0631,28.71036807,0.245553416,0.340309512,1,5,2,6,0,1,3,1,0,1,0,1,0,4,0,3,4,3,4,6,1,3,1,0
INTJ,NT,Intj,1yxwX5dqmXzRkaRxIP1igV,50,0.60188,0.151925685,0.6646,0.194054589,-6.86282,3.107731673,0.62,0.490314351,0.071152,0.076211077,0.206511688,0.292759736,0.174316,0.119454571,0.517972,0.263633126,119.25532,31.9930784,0.133349964,0.290391232,1,5,1,2,1,2,4,3,3,2,2,3,2,1,3,7,0,1,5,2,0,0,0,0
INTJ,NT,🌹💀🥶INTJ🥶💀🌹,7AVKdOd3Ui6K0uVwZRqOTF,41,0.581731707,0.142010567,0.732804878,0.172430743,-7.249780488,2.789001403,0.56097561,0.502433104,0.069782927,0.04677379,0.200836815,0.26537697,0.152246341,0.119362838,0.481617073,0.268180007,129.558,27.43715625,0.4078486,0.377005391,1,1,0,3,1,2,1,1,0,2,0,2,1,3,5,3,2,2,2,3,4,2,0,0
INTJ,NT,falling in love being an INTJ,66qPNTFKcZB747XjqTsF6f,50,0.55868,0.149145791,0.5652,0.209889573,-7.69634,3.52747129,0.76,0.431419111,0.061048,0.047843948,0.25741888,0.305444723,0.144628,0.094919872,0.396478,0.20776369,128.68836,31.65161006,0.036807586,0.114829362,1,10,1,4,0,3,3,0,5,1,0,3,0,1,2,5,1,2,2,2,0,2,0,2
INTJ,NT,intj woman,0EDKgx8twzmZeuxXpd1D6X,37,0.596378378,0.126527413,0.754648649,0.164189798,-6.548972973,2.7266932,0.432432432,0.502247202,0.099921622,0.135386263,0.107555541,0.155714391,0.186427027,0.124747482,0.54742973,0.259247125,130.3397838,31.11931824,0.073940562,0.202015918,1,5,3,2,0,4,0,2,1,0,1,2,2,0,1,3,0,0,4,1,2,2,0,1
INTJ,NT,Intj mode,1yvOKDCj9fb1YlxekJufhO,37,0.534378378,0.156190296,0.583027027,0.173523211,-7.585891892,3.845205512,0.486486486,0.50671171,0.059891892,0.061613389,0.253398378,0.302173141,0.169632432,0.112084289,0.339832432,0.175415078,115.6988108,29.26382132,0.058738364,0.131380547,4,2,3,5,0,3,0,1,3,0,2,1,0,1,1,2,1,0,0,2,3,2,0,1
INTJ,NT,INTJ,65Onw2LZylI3GbyOT1yuI3,24,0.585833333,0.126185738,0.58475,0.182336109,-8.363791667,3.422774542,0.5,0.510753918,0.043575,0.021822969,0.26022735,0.284859538,0.146991667,0.085640304,0.431041667,0.159493622,120.332875,33.51807823,0.203931773,0.310112882,0,1,0,3,0,0,0,0,1,0,0,1,1,0,1,3,3,0,4,3,2,0,1,0
INTJ,NT,intj,75LyY0J23g2BaWwo7QfWbk,23,0.736608696,0.099463442,0.613347826,0.135490559,-6.555130435,1.823988594,0.47826087,0.510753918,0.106695652,0.077707134,0.133380435,0.137691836,0.124008696,0.077360378,0.53873913,0.235999079,129.7693043,26.79874023,0.006494676,0.028079593,2,1,2,1,0,0,0,1,0,0,0,1,1,4,1,1,3,0,1,3,0,0,1,0
INTJ,NT,INTJ,5JQYEJkxZh1V5zPeI0yrKs,50,0.520768,0.203404506,0.72574,0.227431605,-7.72022,4.161045239,0.66,0.478518121,0.093168,0.088739077,0.147790994,0.239070294,0.224548,0.192321988,0.319176,0.258516946,125.51192,26.04133026,0.467779509,0.40687949,0,4,1,7,0,3,2,2,2,2,0,3,0,3,3,2,0,2,3,4,2,2,0,3
INTJ,NT,Intj  ,2lkpfzPXbZucp0F2UvfWrB,50,0.48642,0.18106624,0.527876,0.265115205,-9.63618,4.989101251,0.5,0.505076272,0.07296,0.074657944,0.336230598,0.359053962,0.147198,0.086061858,0.288592,0.21694294,118.85884,32.52832617,0.26688716,0.376222288,5,3,0,6,0,6,1,0,5,0,1,2,1,1,3,1,0,0,5,4,2,2,1,1
INTJ,NT,Intj  ,2lkpfzPXbZucp0F2UvfWrB,50,0.48642,0.18106624,0.527876,0.265115205,-9.63618,4.989101251,0.5,0.505076272,0.07296,0.074657944,0.336230598,0.359053962,0.147198,0.086061858,0.288592,0.21694294,118.85884,32.52832617,0.26688716,0.376222288,5,3,0,6,0,6,1,0,5,0,1,2,1,1,3,1,0,0,5,4,2,2,1,1
INTJ,NT,INTJ,0Knnfemh9lgR5PDA6O8s36,50,0.53538,0.151757579,0.736734,0.192873171,-6.0539,2.484765396,0.62,0.490314351,0.105892,0.12299362,0.124361336,0.246883887,0.177336,0.158708478,0.4541,0.197863203,119.3158,29.3071271,0.06911106,0.18170409,1,6,3,2,0,6,1,2,1,3,0,5,0,2,2,4,1,1,0,5,0,1,1,3
INTJ,NT,intj,6wjROMINhb2rgWgiTa4fM9,29,0.597413793,0.09975202,0.668655172,0.150120493,-7.003689655,2.765981886,0.551724138,0.506120179,0.047348276,0.042307806,0.110658466,0.11786849,0.161124138,0.117546506,0.548931034,0.247055652,115.5239655,26.58004312,0.072830392,0.196948505,3,0,2,2,0,1,2,2,3,1,1,3,0,0,2,0,1,3,1,1,0,1,0,0
INTJ,NT,intj,6uO7tvkJ1VfWdyF9HnlgAz,27,0.648444444,0.126400564,0.704703704,0.125181657,-5.335703704,1.633762995,0.296296296,0.465321627,0.0692,0.040287305,0.141751111,0.132613916,0.162544444,0.093514969,0.547703704,0.205696344,124.6748148,25.55425131,4.86E-05,0.000161199,1,1,0,0,0,2,0,3,0,1,3,1,0,2,3,1,1,0,2,2,1,0,1,2
INTJ,NT,Isabella's INTJ 💜,2Q78qBohCoAarLmcsetjtR,50,0.5102,0.189815915,0.457016,0.231962516,-9.66908,4.267296409,0.44,0.501426536,0.068226,0.071497044,0.4984496,0.363853937,0.175676,0.177482698,0.332324,0.204347145,115.75942,30.22173405,0.203024212,0.346708862,4,4,1,3,1,6,2,2,1,2,2,3,1,2,6,1,2,0,3,1,1,2,0,0
INTJ,NT,INTJ things,3T01HutONTn2ec3igSKRba,50,0.5,0.131480425,0.56362,0.210528382,-8.41954,3.771900832,0.6,0.494871659,0.05858,0.106731307,0.35929944,0.344218069,0.15763,0.092149754,0.371234,0.181409173,123.15388,30.56148432,0.085606373,0.214551763,0,7,1,6,0,2,1,2,2,0,4,1,1,5,1,3,1,2,5,3,1,0,1,1
INTJ,NT,sing along tired intj,6i6Noc1uWPi6zSThnVFfc9,34,0.601588235,0.12218816,0.632588235,0.158029364,-6.881294118,1.972970081,0.882352941,0.32703497,0.043429412,0.019684443,0.281849606,0.2732073,0.159244118,0.108040652,0.485058824,0.203936256,123.6483824,28.88639736,0.013206116,0.050078384,0,1,0,4,0,0,2,0,4,2,1,3,0,5,0,3,1,4,1,2,1,0,0,0
INTJ,NT,ciel phantomhive kinnie - intj 5w4 sp/so 584,1xCxNISFi56R45Pjhg0opG,50,0.64346,0.103114996,0.70486,0.141490897,-5.79538,2.02945729,0.54,0.503457434,0.098252,0.097546965,0.185595834,0.208810801,0.191562,0.118325707,0.54792,0.214003322,121.53012,23.55951795,0.041817681,0.143973853,1,5,1,2,1,1,2,4,4,2,1,4,2,1,3,1,2,1,5,2,2,2,0,1
INTJ,NT,bcs i'm an INTJ,5ZKYp1CGi419CTtl2NgP6A,17,0.530470588,0.137173302,0.691411765,0.197939403,-7.543705882,2.992094182,0.705882353,0.469668218,0.050158824,0.015586455,0.275255529,0.319573111,0.244758824,0.254743059,0.483,0.231995151,130.8248235,31.91266052,0.081629709,0.223818743,0,1,0,0,1,3,1,0,3,3,0,0,0,1,1,0,0,0,1,1,0,1,0,0
INTJ,NT,✎ intj ✎,0fXN1GCoynXpd070AD6du7,50,0.53178,0.157377784,0.469772,0.250693481,-10.29004,5.119843652,0.68,0.471212071,0.047898,0.033459244,0.52044568,0.374383295,0.161748,0.110290343,0.364674,0.198268759,120.4128,30.66939159,0.181213516,0.307927206,1,6,2,3,2,3,1,1,3,1,3,8,1,1,2,2,1,3,1,3,1,1,0,0
INTJ,NT,intj vibe,078OeuSgBf7LAguiMLRBDy,17,0.505941176,0.138668882,0.478270588,0.230572754,-10.33564706,4.835140018,0.705882353,0.469668218,0.0468,0.028797222,0.519691765,0.355286167,0.164347059,0.115133499,0.372147059,0.264110522,126.7917647,37.11392145,0.246622627,0.382448576,0,0,0,2,0,0,0,2,2,1,2,3,0,1,0,0,1,0,0,3,0,0,0,0
INTJ,NT,IntJuly3rd,2ebXgYW83h1dl8qJvngf7F,43,0.66255814,0.126114706,0.744209302,0.168584239,-6.394906977,2.929370092,0.76744186,0.427462574,0.091337209,0.087736033,0.179266558,0.20546775,0.232906977,0.179007012,0.655488372,0.226698601,118.4778372,21.98349121,0.016352771,0.065578931,3,9,1,5,1,1,1,0,2,2,0,2,0,2,1,2,0,1,1,3,2,3,0,1
INTJ,NT,pov: you're an intj,4EOUibQrkjZuwEdxspHp98,47,0.546148936,0.157579239,0.599595745,0.169943681,-7.340829787,2.45229771,0.404255319,0.496052875,0.078559574,0.081865172,0.232355862,0.231555715,0.21176383,0.154599101,0.373882979,0.208942822,119.2323617,30.05152121,0.042784191,0.126133559,0,1,1,2,0,3,2,5,1,1,1,1,1,1,8,2,1,1,1,6,4,1,0,3
INTJ,NT,INTJ,7HwoHCXNyf3ReVzSABNFUI,7,0.598285714,0.155013671,0.647714286,0.178713658,-5.668714286,1.886894602,1,0,0.060085714,0.040507095,0.190670843,0.258355286,0.231571429,0.211834729,0.390285714,0.26691429,129.5185714,20.41535004,0.002134086,0.003071856,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
INTJ,NT,INTJ PLAYLIST,53322v5gWPXfRRaJ2DSQeu,50,0.68306,0.116198003,0.76938,0.115869013,-4.57008,1.838259723,0.46,0.503457434,0.101826,0.075569594,0.0921037,0.137963925,0.202504,0.184476559,0.60644,0.136019981,119.84184,26.40612202,0.001697048,0.011235787,2,2,1,4,0,2,3,3,0,2,0,3,0,4,6,0,3,0,2,3,3,2,3,2
INTJ,NT,Intj,0bg6oC9MZB2APTWx7ama0L,23,0.600434783,0.169649324,0.695521739,0.10973475,-5.740478261,2.129255736,0.608695652,0.499010879,0.086886957,0.072060084,0.139588261,0.190172801,0.213226087,0.169703627,0.470565217,0.261751587,130.419087,30.07951091,0.097422107,0.249833635,0,2,1,0,0,0,0,1,2,5,1,1,0,1,0,0,2,0,1,3,2,0,0,1
INTJ,NT,INTJ,77l5KXgaJMlojNpbFEkacZ,50,0.6118,0.125257286,0.7522,0.152520992,-5.2998,2.693198023,0.48,0.50467205,0.11332,0.096646486,0.14969095,0.183811505,0.198936,0.142455327,0.438198,0.208443593,126.9234,26.7690465,0.045629743,0.150524295,4,2,0,1,0,7,3,4,2,2,1,1,1,4,4,2,1,2,1,5,0,0,1,2
INTJ,NT,I'm Intj and this is my vibe,3MPQft4gVcxLHxoy1iI4Ev,50,0.52013,0.169156395,0.70132,0.190769809,-7.05352,3.276229672,0.44,0.501426536,0.070108,0.060877038,0.14643001,0.200092977,0.216376,0.192321014,0.36037,0.259152337,126.38128,30.20552015,0.281051816,0.356513544,5,0,3,2,0,5,0,2,1,1,1,5,2,6,1,1,1,2,5,3,1,1,0,2
INTJ,NT,INTJ 5w4,27VNA5iQNZHvwOaJ26j5st,50,0.572364,0.177928569,0.6376172,0.236187677,-8.22566,5.029688129,0.54,0.503457434,0.070058,0.05240069,0.26446034,0.324351971,0.175586,0.148222768,0.427732,0.274162362,122.73544,26.1412481,0.349348153,0.384848483,2,1,1,5,0,3,0,3,2,2,1,3,2,6,2,0,3,2,2,4,2,2,1,1
INTJ,NT,INTJ 5w4,27VNA5iQNZHvwOaJ26j5st,50,0.572364,0.177928569,0.6376172,0.236187677,-8.22566,5.029688129,0.54,0.503457434,0.070058,0.05240069,0.26446034,0.324351971,0.175586,0.148222768,0.427732,0.274162362,122.73544,26.1412481,0.349348153,0.384848483,2,1,1,5,0,3,0,3,2,2,1,3,2,6,2,0,3,2,2,4,2,2,1,1
INTJ,NT,intj,2QEMaTPnjQDsg66sK7JkSs,50,0.50404,0.137511552,0.6643,0.179176945,-7.08708,2.741336408,0.78,0.418451958,0.03815,0.014279774,0.15851594,0.219114842,0.14519,0.084182586,0.523306,0.260543913,124.77496,27.68918728,0.070964603,0.191347318,3,7,1,8,0,1,4,1,4,1,1,8,0,1,0,1,0,0,2,3,1,2,1,0
INTJ,NT,entj/intj,6jFJxVVQJFMDAbWfAX7YGA,31,0.590096774,0.164653243,0.644225806,0.167369394,-6.541193548,2.587025852,0.290322581,0.461414375,0.066777419,0.063528239,0.176120645,0.217040369,0.166990323,0.099833513,0.429729032,0.23573211,128.7792581,31.52853633,0.015000787,0.047359715,4,2,1,2,0,4,0,1,0,1,1,1,1,0,4,0,2,0,0,2,2,1,1,1
INTJ,NT,the intj,1jKnEwdfYdDJGhZO3eU4L3,44,0.443659091,0.137800655,0.637045455,0.181307904,-7.220772727,3.108591095,0.454545455,0.503686201,0.061122727,0.053875152,0.218185182,0.263924832,0.185086364,0.13701819,0.423522727,0.175535657,136.8451364,33.00684484,0.115743478,0.229767496,2,2,1,4,2,2,0,1,3,0,2,2,0,1,6,4,1,0,4,1,1,1,3,1
INTJ,NT,Intj-T,7zPrxK8RuWCqL9hO2ibK9l,46,0.661456522,0.139248891,0.423815217,0.193077313,-10.43030435,3.847499216,0.543478261,0.503610155,0.136152174,0.139801025,0.508071457,0.314943703,0.148528261,0.099303386,0.388647826,0.204732563,119.9329565,34.54921708,0.121506237,0.258235109,1,3,2,4,0,1,0,1,1,3,0,0,1,5,4,0,3,1,3,8,1,0,1,3
INTJ,NT,Sloth (INTJ),3QswjorxsKazj2FT3opYzk,50,0.51038,0.163136714,0.58854,0.201791488,-7.57378,2.902121147,0.6,0.494871659,0.073616,0.078884039,0.376274,0.325372794,0.176992,0.117707597,0.423644,0.231525459,121.38,34.08273146,0.095832468,0.21743091,1,4,0,2,4,1,4,2,1,4,2,3,2,2,2,1,2,4,3,0,2,1,0,3
INTJ,NT,INTJ,7DmXAoVKadoa4qOuhGPfvy,50,0.62764,0.1628521,0.65032,0.172342852,-6.38852,1.934097978,0.56,0.501426536,0.088412,0.086080756,0.18963473,0.235322445,0.190858,0.154454947,0.53162,0.212856078,119.0828,28.2961283,0.028814226,0.087492448,3,2,3,3,0,2,1,1,5,1,0,4,2,2,4,0,1,3,4,5,2,2,0,0
INTJ,NT,INTJ 👻,7wZCRP4u7HvDVMcsOMuKAq,50,0.5472,0.138343701,0.78724,0.174457709,-6.1444,2.828154594,0.58,0.498569382,0.096818,0.079354422,0.13435557,0.181209945,0.213158,0.130413423,0.55888,0.206954066,129.81336,34.29770004,0.011613337,0.040643448,0,5,2,3,0,3,3,1,0,2,1,7,2,3,2,2,3,1,2,3,1,0,0,4
INTJ,NT,INTJ,488v1jHZxD7YE00NMCVPbk,28,0.531321429,0.165071489,0.767107143,0.169534731,-5.418785714,2.851368981,0.535714286,0.5078745,0.077635714,0.060249403,0.153138321,0.246884839,0.150192857,0.107591002,0.413175,0.226593187,135.3057857,32.64461168,0.053487576,0.180082011,0,3,0,0,0,4,0,2,3,3,0,0,1,3,3,1,2,1,0,1,0,0,1,0
INTJ,NT,INTJ!,4SvyOC2m6TqCuyKhHJ4Y74,50,0.5572,0.173908374,0.67876,0.188486838,-6.72958,2.989607469,0.5,0.505076272,0.07055,0.074975338,0.2238451,0.268058946,0.155236,0.118159914,0.440128,0.238838566,124.79944,25.08999193,0.104482667,0.231990388,2,5,3,2,0,4,0,3,5,4,0,1,2,3,2,0,3,1,1,4,1,0,1,3
INTJ,NT,| INTJ,14vmfiXnUfF47ZXQaYFT7C,12,0.534166667,0.141330582,0.658083333,0.174010688,-7.274666667,1.888762815,0.5,0.522232968,0.052883333,0.022922511,0.168075,0.251566469,0.244041667,0.200502802,0.586416667,0.173392072,127.4581667,30.80136553,0.124865847,0.273397992,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,0,2,1,0,1
INTJ,NT,griffith | character playlist,1GRWnv5zBaXlSlqq4ZjBJX,50,0.363506,0.160086379,0.515872,0.290345607,-10.9865,6.058853752,0.52,0.50467205,0.056906,0.079539728,0.43345627,0.421083115,0.181408,0.141438067,0.225958,0.167342795,115.52924,34.69685133,0.452497515,0.390074592,4,2,2,4,1,1,1,0,1,0,7,6,0,2,2,2,3,0,1,5,1,2,1,2
INTJ,NT,intj x infp,5MFQ5N1FSnJqtt9hZw3mVJ,50,0.61714,0.16116502,0.63162,0.146342747,-6.50648,2.094646434,0.48,0.50467205,0.100618,0.095840984,0.2346756,0.26798959,0.200066,0.126122954,0.446474,0.196312821,123.3838,34.98160711,0.057144768,0.174701165,2,4,3,3,1,4,0,1,2,1,3,2,2,2,3,0,4,1,1,6,1,2,0,2
INTJ,NT,INTJ moments,4l8PjDceeoY0lFY1LqYEQN,50,0.60034,0.129589558,0.64672,0.178065918,-6.63066,2.726412374,0.66,0.478518121,0.09103,0.08524922,0.16382293,0.225155756,0.186862,0.133828309,0.429316,0.192138631,127.85088,33.59696684,0.003052369,0.020214847,3,7,0,3,2,1,4,2,2,1,4,4,2,2,1,2,0,1,1,3,2,2,1,0
INTJ,NT,INTJ Lifter Gains,5W7w7Ky3bc2cZQdhbB5QG2,50,0.469133333,0.100586598,0.825866667,0.142165173,-4.906377778,2.212090705,0.333333333,0.476731295,0.091513333,0.092064102,0.0733706,0.127009975,0.220551111,0.138850588,0.214564444,0.163412818,145.7173778,21.40466479,0.220406684,0.331630884,2,1,2,4,1,3,1,6,1,1,3,3,2,2,6,1,1,0,2,0,3,0,0,0
INTJ,NT,INTJ.,7gjoeQGLtGn23kw93t7pjc,50,0.5077,0.098728705,0.299918,0.121545597,-9.3823,3.01531667,0.84,0.37032804,0.041508,0.027147419,0.797616,0.233786021,0.142248,0.082563421,0.276818,0.12706217,116.4627,30.63262603,0.048942675,0.151494743,1,5,0,9,1,0,4,0,2,2,1,5,1,3,0,3,0,4,1,3,2,1,0,2
INTJ,NT,"INTJ,ENTP",1K2VPHOHmPiHRRgPKaPF8I,50,0.61418,0.151853405,0.66946,0.199367184,-6.644,3.26514972,0.58,0.498569382,0.108992,0.112949887,0.24647762,0.258077559,0.209636,0.167768385,0.527652,0.224627324,128.7543,27.82133403,0.069095888,0.192328566,0,7,1,2,1,3,2,4,3,4,1,4,1,0,6,1,1,0,3,4,1,1,0,0
INTJ,NT,INTJ,1DWnFUoB9qFQnNwUNJDMdG,28,0.791714286,0.114556425,0.598,0.113563818,-7.925357143,2.513359081,0.642857143,0.487950036,0.250882143,0.143484213,0.286332143,0.204604623,0.155375,0.078949086,0.5495,0.196037506,112.9437857,17.12362025,0.002775817,0.009203154,1,1,0,4,0,0,0,1,0,0,2,0,0,5,0,2,2,0,1,5,1,1,2,0
INTJ,NT,Anti-Hero/INTJ Playlist,0DRoRuLEn8vm8H8uyC1pvg,50,0.57288,0.107367315,0.74388,0.122890799,-5.44596,1.480030363,0.38,0.490314351,0.072322,0.056129505,0.07610742,0.091284325,0.16412,0.123687161,0.47367,0.210309118,111.5161,32.81351897,0.002286246,0.01140488,0,3,1,4,2,5,0,4,1,1,2,3,3,3,0,0,3,1,2,0,0,1,4,7
INTJ,NT,intj ,5imzVVJs9PSDSp5wNSWDlP,22,0.571318182,0.133956776,0.575227273,0.160815165,-7.416090909,1.759728954,0.681818182,0.476731295,0.066786364,0.048504426,0.366334091,0.311520037,0.132018182,0.0785659,0.398363636,0.134371038,113.2755455,30.46060825,0.01642529,0.054117313,1,3,1,2,0,0,1,0,4,0,2,2,0,1,2,1,0,1,0,0,1,0,0,0
INTJ,NT,"INTJ,ENTP",1K2VPHOHmPiHRRgPKaPF8I,50,0.61418,0.151853405,0.66946,0.199367184,-6.644,3.26514972,0.58,0.498569382,0.108992,0.112949887,0.24647762,0.258077559,0.209636,0.167768385,0.527652,0.224627324,128.7543,27.82133403,0.069095888,0.192328566,0,7,1,2,1,3,2,4,3,4,1,4,1,0,6,1,1,0,3,4,1,1,0,0
INTJ,NT,Canciones INTJ 🎩🚩♟️✏️🐈‍⬛💜,7mLGFQ9nD2MrlYEwQfnZXl,50,0.58344,0.154107325,0.63342,0.192006812,-8.27444,3.848353012,0.76,0.431419111,0.058702,0.050858405,0.23448894,0.264166052,0.161486,0.127342774,0.511392,0.242957625,126.02748,26.18826848,0.066108327,0.184529504,0,7,3,4,1,1,2,0,4,6,0,2,1,2,3,4,1,3,1,1,0,2,1,1
INTJ,NT,Ambis📝> INTJ,1vWPMKG7cEzKWQ7f7tOr54,50,0.60428,0.132309476,0.6239,0.1876333,-5.67372,1.763301438,0.8,0.404061018,0.063922,0.048615498,0.2672692,0.27920392,0.18756,0.110109522,0.468764,0.194590478,127.243,32.40858284,0.000124734,0.000607236,1,7,2,6,5,0,5,0,3,0,0,4,1,2,1,2,2,2,1,3,1,1,1,0
INTJ,NT,INTJ - The Architect,5HojXmbKxssYmxwd5qoz4m,44,0.569,0.14383647,0.630272727,0.201156119,-8.337068182,3.43252124,0.636363636,0.4866071,0.060581818,0.047885543,0.228734145,0.25896017,0.171004545,0.12982541,0.492318182,0.255500055,123.482,29.91433864,0.086021386,0.204219093,2,2,1,7,1,4,2,1,1,1,1,5,0,0,1,3,2,1,2,4,2,1,0,0
INTJ,NT, intj 6w5 woman pisces,6jCzRHRPuNtfZTNXfhtOYo,50,0.5569,0.124823181,0.6826,0.197431052,-6.35596,3.021507854,0.56,0.501426536,0.083782,0.063846713,0.1736341,0.24808433,0.16905,0.113638794,0.425136,0.213515484,124.98534,34.61026854,0.093224039,0.252796075,2,4,0,2,1,3,2,1,5,2,2,2,1,3,3,0,2,3,0,2,5,2,2,1
INTJ,NT,//slytherin//intj,6tpk5zglUxsYykNZ8C7OW8,50,0.51748,0.170007472,0.529128,0.215050376,-8.56504,3.919324322,0.4,0.494871659,0.064142,0.050842093,0.37648564,0.325318031,0.161662,0.12793977,0.348618,0.207340224,115.00864,30.3017655,0.059672919,0.172185192,1,1,0,2,1,2,1,4,2,1,5,3,1,0,7,1,1,1,2,4,3,3,1,3
INTJ,NT,INTJ,3YPv5vw2O5Pe2pZDZCdS6V,50,0.68118,0.131008598,0.60828,0.15591665,-6.46794,1.807723198,0.36,0.484873221,0.151702,0.137907408,0.19329316,0.203731602,0.16898,0.104861736,0.49422,0.194766767,129.2747,33.89296704,0.03014849,0.107621578,0,4,2,2,0,4,0,2,1,1,3,0,2,1,2,2,5,0,3,5,5,2,2,2
INTJ,NT,INTJ song's,0XVH83hcjxN1EumOerKwyM,17,0.506705882,0.141416833,0.691176471,0.187823799,-6.836,2.674961892,0.411764706,0.507299656,0.129458824,0.209857997,0.280843376,0.303046353,0.139105882,0.076356471,0.426117647,0.232031486,131.5398235,32.90849823,0.168379908,0.350656285,1,0,0,0,1,0,0,2,0,2,1,1,1,0,0,1,1,1,1,0,1,1,0,2
INTJ,NT,pov: you're an intj villain,6Ki6rdncByHUKeDuDZtm66,50,0.65018,0.138822554,0.80202,0.162693337,-5.64292,3.258719655,0.64,0.484873221,0.095302,0.078907573,0.09439016,0.145018421,0.244138,0.213736119,0.429354,0.275081676,136.66066,26.8402658,0.517234214,0.377279495,0,5,1,5,0,2,1,2,0,0,3,3,1,4,1,3,3,2,2,7,2,2,0,1
INTJ,NT,intj ?,6uTGzTKqtmtGCLRNnN2BSJ,25,0.58216,0.182113444,0.63604,0.192405492,-7.43052,3.875100688,0.6,0.5,0.087212,0.091069041,0.28509352,0.277020405,0.132544,0.08195755,0.422196,0.234197962,125.00792,29.71443928,0.033371686,0.100155264,2,3,1,0,0,3,0,0,1,3,0,0,0,4,1,1,0,1,2,2,0,0,0,1
INTJ,NT,INTJ - THE ARCHITECT,0US67rLfU9dpUa7aZx4nwf,42,0.60352381,0.133181013,0.642738095,0.160872781,-6.641571429,2.058269853,0.428571429,0.500870323,0.117483333,0.101050265,0.186507271,0.172305741,0.185352381,0.12377973,0.384638095,0.189913123,124.2481905,30.26690226,0.066901227,0.157117679,3,3,0,0,1,3,1,4,0,1,3,1,2,4,2,4,1,0,4,2,0,1,0,2
INTJ,NT,intj,3qge1tJiFFKVhvrCor5QFk,50,0.68916,0.103521142,0.82892,0.107140731,-3.63406,1.527601794,0.54,0.503457434,0.098832,0.053381322,0.06823274,0.094440524,0.190598,0.155112208,0.5516,0.173640962,122.99536,25.28939507,0.000274238,0.001306475,2,3,1,2,0,3,0,4,0,1,0,6,0,4,2,6,5,0,3,5,1,0,1,1
INTJ,NT,intj 5w6,6PTqzOGmqUxPja449Dk7Qn,50,0.56716,0.123460869,0.75382,0.142642652,-5.39026,1.81927478,0.42,0.498569382,0.066496,0.042970844,0.071774624,0.132260662,0.195948,0.139295997,0.444538,0.188524049,126.8771,31.59214506,0.023918827,0.08995949,2,3,2,2,0,5,2,3,2,3,2,2,1,3,1,1,2,1,5,2,2,0,0,4
INTJ,NT,Lofi for INTJs 🙃,1z70AK3BEtp6TmfT0Bnmhe,44,0.653659091,0.103898193,0.268841818,0.139175989,-14.62552273,5.959114022,0.590909091,0.497350273,0.078863636,0.08757343,0.746515909,0.234575915,0.154840909,0.135638746,0.275195455,0.171278159,105.7929318,33.24931859,0.816227273,0.18716202,1,3,1,2,0,2,0,1,2,2,1,5,2,3,1,3,1,3,4,1,1,2,1,2
