mbti,function_pair,playlist_name,playlist_id,track_count,danceability_mean,danceability_stdev,energy_mean,energy_stdev,loudness_mean,loudness_stdev,mode_mean,mode_stdev,speechiness_mean,speechiness_stdev,acousticness_mean,acousticness_stdev,liveness_mean,liveness_stdev,valence_mean,valence_stdev,tempo_mean,tempo_stdev,instrumentalness_mean,instrumentalness_stdev,cminor_count,cmajor_count,csharp_dbminor_count,csharp_dbmajor_count,dmajor_count,dsharp_ebminor_count,dsharp_ebmajor_count,emajor_count,fminor_count,fmajor_count,fsharp_gbminor_count,fsharp_gbmajor_count,gminor_count,gmajor_count,gsharp_abminor_count,gsharp_abmajor_count,amajor_count,asharp_bbminor_count,asharp_bbmajor_count,bminor_count,bmajor_count,dminor_count,eminor_count,aminor_count
INTP,NT,INTP Playlist :),3i7j3eiunLhJmo3ne1gKm1,22,0.616590909,0.15535295,0.625318182,0.108551671,-6.239818182,1.817400279,0.545454545,0.509647191,0.0644,0.048525124,0.300588636,0.226886473,0.1511,0.085228421,0.416572727,0.247959822,119.6033636,34.19989754,0.013390848,0.060259513,1.0,0.0,0.0,4.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,0.0
INTP,NT,INTP Deeps,6NnYyKVCgFBpUfTDx4I9lZ,50,0.60698,0.145021953,0.5968,0.221096894,-7.16436,3.188971812,0.68,0.471212071,0.08361,0.078160947,0.356108528,0.331283668,0.192366,0.115377355,0.496626,0.21995368,132.98796,29.63251852,0.034497257,0.147896939,1.0,6.0,3.0,2.0,2.0,0.0,3.0,8.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,4.0,2.0,0.0,2.0,2.0
INTP,NT,2 intps brain ,7FkjKwV9vY8Bi7dxKduTkF,50,0.5283,0.142715394,0.62154,0.202142727,-7.71882,3.720577664,0.56,0.501426536,0.054534,0.044623649,0.260048891,0.31040546,0.188034,0.133981475,0.44085,0.24382247,118.98084,30.56639404,0.152166832,0.290302372,1.0,6.0,2.0,4.0,2.0,0.0,1.0,0.0,4.0,1.0,2.0,5.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
INTP,NT,Int.POP,2T36QkHt80yI0PGqUXrxhc,50,0.59426,0.135949542,0.71596,0.203111004,-5.06412,3.792549014,0.56,0.501426536,0.08595,0.079021103,0.1825797,0.247026791,0.15543,0.100191896,0.49442,0.181236241,132.1975,31.24748235,5.3e-06,1.57e-05,2.0,1.0,1.0,4.0,4.0,1.0,4.0,5.0,4.0,2.0,6.0,0.0,0.0,2.0,1.0,2.0,4.0,0.0,0.0,4.0,0.0,0.0,2.0,1.0
INTP,NT,intp,78vHI2NRcJw62A1ZieDI3G,46,0.581108696,0.174397914,0.67376087,0.196820413,-7.8335,3.628304322,0.652173913,0.481543412,0.066741304,0.056143192,0.150131117,0.221752461,0.148421739,0.116343636,0.499652174,0.253838659,121.1636957,30.43498359,0.14831078,0.304851142,0.0,1.0,1.0,0.0,3.0,0.0,2.0,2.0,1.0,2.0,3.0,6.0,0.0,3.0,2.0,2.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,4.0
INTP,NT,INTP⚗️,7N1QHHM2LCO8XbrQAYone1,21,0.608333333,0.117490141,0.500842857,0.233881334,-9.489190476,5.34207727,0.714285714,0.46291005,0.088304762,0.086397815,0.369968571,0.345751656,0.193266667,0.150770933,0.361247619,0.192153094,117.711,35.47352377,0.066922325,0.207244238,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,2.0,0.0
INTP,NT,An Intp playlist for Intps ✨,1ox0HO7ZkDPmogzS0z8Z4K,50,0.59338,0.131390971,0.69644,0.162199696,-5.90986,2.244046009,0.62,0.490314351,0.074338,0.077413767,0.161256588,0.220470921,0.204028,0.122526017,0.4889,0.216020809,121.71518,30.82930838,0.082242862,0.207665973,0.0,7.0,1.0,2.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0
INTP,NT,intp?,1npLnOXpyFc7insichXGZm,28,0.528,0.128506233,0.652821429,0.220911253,-8.518178571,4.587026706,0.464285714,0.5078745,0.056217857,0.047363598,0.194477157,0.27147396,0.151771429,0.105690239,0.363782143,0.227668339,124.747,31.85941307,0.226964804,0.322911462,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,1.0,0.0,2.0,1.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0
INTP,NT,INTP,2OATV6bmPYw1kMgtih4gzM,10,0.7018,0.091992512,0.871,0.091696359,-2.7419,1.368092139,0.4,0.516397779,0.11291,0.078894127,0.139098,0.208896685,0.14641,0.109414832,0.5229,0.271491948,116.1478,17.95687291,0.000270434,0.000494595,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
INTP,NT,INTP.,2D6o7mb3GI10fHbRSDkYsS,36,0.561444444,0.157251108,0.721444444,0.205016438,-6.842333333,3.479626655,0.5,0.507092553,0.081733333,0.073157939,0.178083844,0.245807652,0.210794444,0.205404251,0.436494444,0.24925198,128.9966389,28.71757771,0.141234011,0.29338793,1.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,2.0,1.0,1.0,3.0,1.0,4.0,1.0,2.0,2.0,2.0,0.0,0.0,3.0
INTP,NT,intp mind calm,2CmoMIyLJi5QpkjDgxWDfd,50,0.65002,0.131917335,0.72118,0.134183196,-5.17764,1.33247915,0.62,0.490314351,0.058842,0.04055316,0.12229316,0.166594075,0.1615,0.105980349,0.536558,0.214297411,127.69492,27.32341063,0.008382474,0.056258953,3.0,4.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,2.0,4.0,4.0,3.0,5.0,0.0,1.0,4.0,1.0,0.0,2.0,1.0,0.0,1.0,1.0
INTP,NT,intp,0aJGhEHyNN13DAvYVx2QCr,50,0.56914,0.161598142,0.562954,0.210908317,-8.1444,3.852579284,0.72,0.453557368,0.06657,0.083734788,0.328732968,0.314357011,0.18065,0.116442101,0.453686,0.189629293,123.58432,33.92329893,0.110710187,0.243563588,2.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,6.0,0.0,4.0,5.0,1.0,4.0,3.0,1.0,1.0,3.0,2.0
INTP,NT,INTP,32T2Q8bmQkEyAVxt9MeOGt,29,0.538689655,0.179728784,0.672275862,0.221351836,-7.389655172,3.164948976,0.793103448,0.41225082,0.072572414,0.059973398,0.257048772,0.338539919,0.149524138,0.106258716,0.422562069,0.220979195,119.3364483,35.54248283,0.204243469,0.338423958,1.0,2.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0
INTP,NT,pov: you’re an intp,7JwcG9LakVjxOKIsQZXKQC,50,0.57234,0.142971042,0.64704,0.169709351,-7.1039,2.662128949,0.56,0.501426536,0.090206,0.084823012,0.233957776,0.274565136,0.178732,0.125004577,0.42366,0.229107365,111.5416,25.56722999,0.162844262,0.292569332,2.0,6.0,1.0,4.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,4.0,2.0
INTP,NT,INTP,0KolkDQ1zVzywYpapPWQmB,15,0.570666667,0.156865578,0.738466667,0.161877761,-7.362333333,2.381469884,0.8,0.414039336,0.05332,0.038313261,0.119568693,0.203140307,0.190826667,0.161283448,0.457866667,0.251934194,122.7900667,27.91691451,0.395266773,0.399154685,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
INTP,NT,intp,170d2VthbicTv9kMR2EfZe,50,0.6793,0.122322967,0.75922,0.128002438,-3.50686,1.577598744,0.54,0.503457434,0.0855,0.059860058,0.1918404,0.173730785,0.173026,0.157051547,0.57594,0.176745454,124.25914,28.87066086,1.11e-05,7.38e-05,2.0,5.0,2.0,4.0,4.0,1.0,0.0,1.0,7.0,3.0,2.0,6.0,0.0,1.0,0.0,1.0,1.0,4.0,1.0,2.0,0.0,2.0,0.0,1.0
INTP,NT,intp outcast,41KpGVKEWnKnmI7MIz9qXZ,10,0.5597,0.103133193,0.4508,0.193692655,-9.6962,2.856529277,0.7,0.483045892,0.0354,0.015756621,0.403432,0.39723051,0.1211,0.060298775,0.4183,0.255539538,101.3239,21.6647685,0.1376381,0.21158366,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INTP,NT,mistyped intp 4w5,6sZ3h9vb9Z3EmIyfzMww8k,50,0.42634,0.146310072,0.44592,0.224151265,-10.89334,5.406508793,0.44,0.501426536,0.035994,0.011862278,0.43740968,0.354599098,0.153064,0.094650474,0.256188,0.175461605,122.80214,32.64976621,0.360604343,0.397717796,0.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,0.0,1.0,4.0,1.0,4.0,3.0,6.0
INTP,NT,INTP ✨,0LsgTBC7QOlh2uqVeBNGMw,20,0.54725,0.13662044,0.6444,0.189057607,-7.24535,2.659341634,0.6,0.50262469,0.06381,0.059676354,0.20203992,0.273674809,0.158395,0.139980719,0.3979,0.214052109,121.5917,32.31525794,0.183454007,0.330729247,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
INTP,NT,Pov: ur an intp,1BmkgpU4NBxTNvxwr1uLHy,50,0.62094,0.125012066,0.64802,0.183510161,-6.70486,3.044992644,0.62,0.490314351,0.092752,0.078930039,0.20386442,0.237208076,0.211902,0.145613654,0.540372,0.22120076,121.26564,30.23527465,0.038935892,0.123803195,1.0,7.0,0.0,1.0,6.0,0.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,4.0
INTP,NT,INTP ?,4rK9f2q1Ph6vOW0LmMG4Yo,28,0.64575,0.13001841,0.584535714,0.173926439,-6.865285714,2.778986091,0.428571429,0.503952631,0.053882143,0.027021391,0.179372857,0.196504711,0.198275,0.159230389,0.449421429,0.227158855,113.216,27.2475276,0.067169024,0.159629962,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0,2.0,0.0,1.0
INTP,NT,INTPRYR,743OYBKiryEfhRPOANd3Xs,50,0.35922,0.132913243,0.285138,0.182046327,-13.17906,4.676384769,0.86,0.350509833,0.034908,0.009283469,0.5895342,0.361450764,0.179774,0.151841898,0.215236,0.103517978,116.695,31.50991876,0.079457932,0.204723137,0.0,3.0,0.0,1.0,9.0,0.0,1.0,4.0,0.0,3.0,0.0,1.0,3.0,4.0,0.0,2.0,6.0,0.0,2.0,0.0,7.0,2.0,2.0,0.0
INTP,NT,INTP,0Z9AeAOVQzcvtIVkxCPOgi,16,0.55425,0.138146058,0.66825,0.166007028,-8.4950625,3.25247023,0.5625,0.512347538,0.07991875,0.09475789,0.2325224,0.275371239,0.198475,0.172883041,0.4693125,0.247094508,131.387875,32.7180566,0.223722188,0.369465528,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
INTP,NT,INTP💜,0mlAQigwtBI5vk9hfPEOUF,50,0.62336,0.141498072,0.67868,0.167048867,-6.00302,2.887024784,0.5,0.505076272,0.098222,0.087793343,0.182386168,0.215427478,0.212094,0.157796318,0.497516,0.204589601,124.3894,29.85495108,0.061326104,0.170931354,0.0,1.0,0.0,2.0,3.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,4.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,0.0,2.0,4.0
INTP,NT,pov: you're an intp,2VCiZNLoN0XxPESyoO9Mqw,50,0.52744,0.126842206,0.64042,0.184887841,-7.6579,3.194384986,0.62,0.490314351,0.063792,0.054035989,0.251363481,0.304318082,0.20496,0.140697097,0.43992,0.21130999,120.0464,32.5392225,0.157786241,0.285342621,1.0,3.0,0.0,3.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0
INTP,NT,INTP,5k7SMihaYPYhGs3WMA7Pm4,18,0.622611111,0.156520301,0.704055556,0.166481397,-6.666111111,3.483940853,0.444444444,0.511309993,0.088111111,0.089942478,0.167932444,0.242950717,0.205183333,0.152222744,0.501777778,0.242416888,131.902,28.75122691,0.097072353,0.229813474,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,3.0,1.0
INTP,NT,INTP-T songs,1HmfPBQmsmHC7sw22SZjfp,50,0.55896,0.139018419,0.67982,0.160082337,-6.64924,2.019720324,0.56,0.501426536,0.052068,0.030858118,0.189689845,0.22562248,0.189768,0.119252129,0.469506,0.218457504,123.73896,30.13942619,0.103496148,0.238501817,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,4.0,5.0,0.0,2.0,2.0,3.0,1.0,5.0,5.0
INTP,NT,INTP-T songs,1HmfPBQmsmHC7sw22SZjfp,50,0.55896,0.139018419,0.67982,0.160082337,-6.64924,2.019720324,0.56,0.501426536,0.052068,0.030858118,0.189689845,0.22562248,0.189768,0.119252129,0.469506,0.218457504,123.73896,30.13942619,0.103496148,0.238501817,1.0,1.0,2.0,4.0,1.0,0.0,1.0,2.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,4.0,5.0,0.0,2.0,2.0,3.0,1.0,5.0,5.0
INTP,NT,intp 🌙🧋🫥🎧,0y63wAOER3j2iQVi6SDTLi,50,0.58632,0.159330928,0.607768,0.205566369,-8.04312,3.696525338,0.52,0.50467205,0.09015,0.09818592,0.307153258,0.2945452,0.180444,0.134766666,0.416718,0.238787074,122.74446,34.47267479,0.085096434,0.20371401,0.0,4.0,0.0,0.0,2.0,1.0,2.0,1.0,4.0,5.0,0.0,2.0,2.0,2.0,3.0,4.0,3.0,2.0,1.0,1.0,0.0,4.0,3.0,4.0
INTP,NT,kulağı sağlam intp dostlarıma,2ItD6a12vGIi4oSY4j8hxf,50,0.46406,0.155252054,0.55603,0.201019605,-9.8857,4.29469646,0.6,0.494871659,0.036886,0.009925375,0.316581546,0.330997601,0.151804,0.099108841,0.285216,0.220006639,118.71288,28.58503783,0.370394112,0.361463434,1.0,3.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,4.0,2.0,1.0,7.0,0.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,1.0,6.0
INTP,NT,non-stereotyped intp playlist,6Ta8EEGiuxj2w1nl0yVbwS,8,0.444375,0.16774976,0.553,0.197587594,-8.14975,3.399739097,0.75,0.46291005,0.0382625,0.009661845,0.233675875,0.244500632,0.1175,0.033383101,0.278875,0.184333888,105.962625,31.34561211,0.052503656,0.090061095,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0
INTP,NT,INTP JAM,34gUzmYbIG4Y8EDvZR9e9z,47,0.558,0.130636735,0.58312766,0.160678536,-6.719021277,2.058950688,0.617021277,0.491368607,0.05523617,0.044664831,0.326193077,0.297879761,0.168610638,0.082272631,0.42457234,0.209867578,124.596766,34.65321715,0.010389697,0.03217957,2.0,0.0,2.0,2.0,1.0,0.0,2.0,3.0,0.0,2.0,3.0,3.0,2.0,1.0,2.0,9.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0
INTP,NT,intp,7MlwGuzWXsJKjUvHUEO9mQ,34,0.515323529,0.162019026,0.650705882,0.216778414,-8.041205882,3.662781852,0.647058824,0.48507125,0.065638235,0.066536329,0.288907824,0.342682098,0.180920588,0.116042032,0.437058824,0.210723421,125.3035588,32.36052771,0.248044198,0.358876857,2.0,1.0,0.0,2.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,5.0,0.0,0.0,1.0,3.0,4.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0
INTP,NT,INTP,7FW5gr6SL3MTrMazlSAVGL,30,0.601033333,0.139298113,0.748333333,0.164518594,-6.731233333,3.327504954,0.5,0.508547628,0.103416667,0.106998676,0.187939413,0.257024373,0.1875,0.14667793,0.527266667,0.254293604,130.4393667,30.78825961,0.186035283,0.310007713,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,2.0,1.0,0.0,1.0,4.0,3.0,2.0,1.0,0.0,0.0,0.0,1.0,3.0
INTP,NT,INTP ,4LpG1OKgxp796rZb1fYkQv,39,0.542461538,0.146932825,0.696794872,0.180306345,-7.355282051,2.489125062,0.461538462,0.505035374,0.044123077,0.017355106,0.15131131,0.217451989,0.197525641,0.157143628,0.43525641,0.249425934,115.5265128,29.2951481,0.192395301,0.298946708,0.0,4.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,2.0,4.0,6.0,1.0,0.0,5.0,1.0,1.0,1.0,2.0
INTP,NT,Intp Vibes,59snEIxGLK7DyjhhoBH56r,35,0.528485714,0.142638245,0.623942857,0.210893748,-8.455342857,2.318346837,0.771428571,0.426042961,0.050154286,0.049142945,0.22698704,0.295434327,0.160908571,0.122487799,0.375574286,0.229317739,113.4830857,33.97478982,0.270169078,0.364564111,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,6.0,0.0,2.0,1.0,2.0,6.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0
INTP,NT,zoloft,6ydrcr3aYnjAtLpB8qhPvM,50,0.55134,0.148121794,0.59776,0.227870941,-8.041,3.192299849,0.72,0.453557368,0.053454,0.032936006,0.31634684,0.317185092,0.185534,0.137185487,0.415364,0.247964894,124.57814,25.53594612,0.054350859,0.118404349,2.0,1.0,0.0,4.0,1.0,1.0,4.0,0.0,0.0,11.0,0.0,3.0,1.0,5.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,5.0,0.0
INTP,NT,Study- INTP,6wCtv7CJ6MAvi3R208vdD5,14,0.589285714,0.133424959,0.700285714,0.164495232,-6.062785714,2.568337181,0.642857143,0.497245158,0.052514286,0.027001876,0.205097143,0.249144834,0.19405,0.134736431,0.493785714,0.251693091,128.6835,35.30395832,0.126293267,0.319100993,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0
INTP,NT,bir intpnin dinledigi sarkilar,2wQ38Pe421Xuc7z4ukXKJH,50,0.52256,0.119766978,0.550058,0.248403278,-10.11016,4.988221344,0.68,0.471212071,0.05652,0.064676451,0.382587979,0.384885347,0.13666,0.079870651,0.33712,0.186214448,122.2477,29.52517287,0.377135064,0.373957875,1.0,4.0,0.0,1.0,4.0,0.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,4.0,1.0,4.0,5.0,0.0,4.0,2.0,1.0,1.0,3.0,2.0
INTP,NT,INTPlaylist 👽,3tLZK0EeUdVQYJAcj1GsO0,26,0.547038462,0.165299602,0.586115385,0.246241073,-8.484961538,3.735863996,0.923076923,0.271746488,0.051469231,0.049470401,0.253290726,0.308435123,0.162061538,0.122671943,0.483846154,0.248108959,121.4562692,30.5678119,0.005340397,0.013675446,0.0,4.0,0.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,2.0,1.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0
INTP,NT,intp 👩🏻‍🦲,0QP3al5k9P31QbiYlx5R6W,50,0.5309,0.141720802,0.65088,0.166143243,-8.04594,2.367046885,0.56,0.501426536,0.053882,0.047687801,0.157114488,0.227320847,0.157666,0.110415116,0.390676,0.250218321,122.08124,32.46039601,0.276703509,0.3563414,4.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,2.0,5.0,3.0,4.0,0.0,3.0,2.0,2.0,3.0,1.0,0.0,2.0,1.0,0.0,2.0,5.0
