#,Song,Artist,BPM,Camelot,Energy,Added At,Duration,Popularity,Genres,Album,Album Date,Dance,Acoustic,Instrumental,Valence,Speech,Live,Loud (Db),Key,Time Signature,Spotify Track Id,ISRC,song_frequency
176,Two Weeks,Grizzly Bear,160,7B,72,2024-04-17,04:06,69,"indie, baroque pop, indie rock",Veckatimest,2009-05-24,53,30,1,74,0,0,-6,F Major,4,04uR2cdkgiaLIzebPcs25m,GBBPW0900065,1
179,Silver Soul,Beach House,135,10B,67,2024-04-17,04:58,68,dream pop,Teen Dream,2010-01-25,36,46,0,11,0,20,-6,D Major,4,56eSclzdXaWU5jOJ7DX7Vp,GBBRP1022502,1
182,Cosmic Love,Florence + The Machine,140,8A,81,2024-04-17,04:15,69,baroque pop,Lungs (Deluxe Version),2009-00-00,52,14,0,10,0,10,-5,A Minor,4,1myEOhXztRxUVfaAEQiKkU,GBUM70903473,1
183,It's Called: Freefall,Rainbow Kitten Surprise,98,10B,52,2024-04-17,02:32,80,,"How to: Friend, Love, Freefall",2018-04-06,74,63,0,28,0,60,-6,D Major,4,474uVhyGgK5MtY9gMcDgGl,USAT21800165,2
184,Float On,Modest Mouse,101,2B,89,2024-04-17,03:28,78,"indie rock, indie, alternative rock",Good News For People Who Love Bad News,2004-04-05,65,1,0,55,0,0,-5,F#/G♭ Major,4,2lwwrWVKdf3LR9lbbhnr6R,USSM10315494,1
185,Kilby Girl,The Backseat Lovers,162,3B,44,2024-04-17,04:42,80,,When We Were Friends,2019-01-27,33,6,4,23,0,10,-10,C♯/D♭ Major,4,1170VohRSx6GwE6QDCHPPH,USCGH1936387,1
186,Rawnald Gregory Erickson the Second,STRFKR,96,9B,54,2024-04-17,02:53,61,,Starfucker,2008-09-23,90,23,84,71,0,20,-8,G Major,4,4j4pPKE3xAblPIbhxScC1j,US36Y0810027,1
189,White Winter Hymnal,Fleet Foxes,125,11A,53,2024-04-17,02:27,62,"indie folk, folk, indie",Fleet Foxes,2008-06-09,63,44,0,65,0,30,-9,F#/G♭ Minor,4,4XTuSMs47SIg35KxhNIUGe,GBBRP0816702,1
190,Lisztomania,Phoenix,98,8B,79,2024-04-17,04:01,4,indie,Wolfgang Amadeus Phoenix,2009-05-25,64,3,0,31,0,50,-7,C Major,4,7fmJGzyvOcbh6UANsH8Cp6,FR31Q0900001,1
191,Love It If We Made It,The 1975,180,12B,75,2024-04-17,04:12,68,,A Brief Inquiry Into Online Relationships,2018-11-30,47,0,0,6,0,10,-5,E Major,4,6WmIyn2fx1PKQ0XDpYj4VR,GBK3W1800771,1
196,Sleepyhead,Passion Pit,106,4B,72,2024-04-17,02:54,78,indie,Manners,2009-00-00,57,9,0,54,0,20,-5,G#/A♭ Major,4,4prEPl61C8qZpeo3IkYSMl,USSM10901014,1
198,Naive,The Kooks,101,1A,81,2024-04-17,03:23,79,"indie, indie rock",Inside In / Inside Out,2006-01-01,39,8,0,74,0,10,-6,G#/A♭ Minor,4,7BHPGtpuuWWsvE7cCaMuEU,GBAAA0500836,1
199,Ode to a Conversation Stuck in Your Throat,Del Water Gap,88,1B,80,2024-04-17,03:19,18,,Del Water Gap,2021-10-08,57,6,0,62,0,10,-7,B Major,4,51Lf3l6wx008NdBxCQnD6B,USAT22002240,1
207,Sweet Disposition,The Temper Trap,129,10B,81,2024-04-17,03:54,78,,Conditions,2009-08-10,54,8,25,31,0,10,-7,D Major,4,1jUkHIMc7UaJQuzWe5Iop2,GBZUZ0900013,1
209,Mary,Alex G,106,9A,47,2024-04-17,03:17,72,,Trick,2012-11-05,69,5,45,40,0,10,-10,E Minor,4,36TbBJ7mLPOZMAYs0p4mxb,GBJET1400056,1
210,More Than Friends,Aidan Bissett,160,2B,66,2024-04-17,03:03,61,,More Than Friends,2020-09-26,56,58,0,67,0,10,-7,F#/G♭ Major,4,1Ph96WpdjNlwD6iKRE2Xa3,QZK6J2093995,1
211,Young Folks,Peter Bjorn and John,138,8B,81,2024-04-17,04:36,81,indie,Writer's Block,2006-01-01,70,2,0,66,0,10,-6,C Major,4,4dyx5SzxPPaD8xQIid5Wjj,SEBPA0600024,1
212,Walking On A Dream,Empire Of The Sun,127,4A,70,2024-04-17,03:18,88,,Walking On A Dream (10th Anniversary Edition),2008-10-03,87,26,0,72,0,0,-6,F Minor,4,5r5cp9IpziiIsR6b93vcnQ,AUEI10800039,1
214,Wolf Like Me,TV On The Radio,176,9B,79,2024-04-17,04:47,66,"indie rock, indie",Return To Cookie Mountain,2006-07-03,35,0,1,18,0,10,-5,G Major,4,6Zgd7SomLTZkL1WPh4CUnV,USTG30626805,1
215,Pristine,Snail Mail,126,8B,70,2024-04-17,04:55,51,indie,Lush,2018-06-08,48,0,0,29,0,10,-5,C Major,4,5JX6gZ5mOASumPrU1JbfbV,USMTD1811091,1
217,New Slang - 2021 Remaster,The Shins,130,8B,40,2024-04-17,03:50,72,"indie, indie pop","Oh, Inverted World (20th Anniversary Remaster)",2001-06-19,67,75,9,62,0,0,-11,C Major,4,0NslHuacjxQYfUTOW3HCIV,USSUB2141506,1
219,Stress Relief,late night drive home,140,4B,67,2024-04-17,03:25,79,indie,Am I sinking or Am I swimming?,2021-09-17,52,1,0,60,0,0,-8,G#/A♭ Major,4,7xLfmCx9jcZNgzlIK7NupN,QZMEP2194356,1
220,My Number,Foals,128,11A,72,2024-04-17,03:58,70,indie,Holy Fire,2013-02-08,64,2,0,81,0,60,-9,F#/G♭ Minor,4,04caEZhAsQKnWqKsMwk9ud,GBAHT1200723,1
221,"Archie, Marry Me",Alvvays,118,9B,83,2024-04-17,03:16,53,"dream pop, shoegaze, jangle pop, indie",Alvvays,2014-07-21,27,1,38,22,0,10,-5,G Major,4,5GAB1X0AJq2EZjxXP9zMFt,US3R41428202,1
222,Night Shift,Lucy Dacus,86,11B,31,2024-04-17,06:31,66,,Historian,2018-03-02,48,31,0,16,0,10,-8,A Major,4,1yYlpGuBiRRf33e1gY61bN,USMTD1810669,2
223,T-Shirt Weather,Circa Waves,160,12B,95,2024-04-17,03:12,59,indie,Young Chasers (Deluxe),2015-03-30,42,0,0,47,0,20,-5,E Major,4,7MfNoHB8JRNbSQ8P3eAfMQ,GBUM71406662,1
226,Chandelier,Will Paquin,87,7A,50,2024-04-17,02:07,1,,Chandelier,2020-09-25,33,67,0,43,0,10,-9,D Minor,4,1cwqP7Tyxu5z8XDYoPkNte,QM24S2009107,1
229,I'm Your Man,Mitski,130,8B,27,2024-05-21,03:29,63,,The Land Is Inhospitable and So Are We,2023-09-15,54,90,35,11,0,0,-16,C Major,4,6YO2dalWyZSobXSY3UUPv9,USJ5G2335010,1
235,Je te laisserai des mots,Patrick Watson,133,10B,19,2024-07-24,02:40,84,,Je te laisserai des mots,2010-09-10,30,99,50,21,0,10,-17,D Major,4,44A0o4jA8F2ZF03Zacwlwx,CA0RZ1000020,2
236,Champagne Coast,Blood Orange,123,11B,41,2024-11-07,04:52,65,art pop,Palo Alto (Music from the Motion Picture),2014-04-25,81,2,39,76,0,0,-13,A Major,4,2p8IJfP7f5A2FF9uR8hlss,GBCEL1100251,2
248,Eleanor Rigby,The Beatles,137,9A,30,2024-11-07,02:05,61,"classic rock, psychedelic rock",Yellow Submarine Songtrack,1999-09-13,52,84,0,62,0,40,-7,E Minor,4,6EOKwO6WaLal58MSsi6U4W,GBAYE9901219,2
252,Oh Klahoma,Jack Stauber,109,9B,40,2024-12-06,03:05,72,,Pop Food,2017-03-25,70,43,1,48,0,30,-10,G Major,4,6SZwj6cjc8JQbkrr8cbIUn,QMPKX1703670,2
253,Hidden In the Sad,Tally Hall,121,2B,29,2024-12-06,01:52,0,,Marvin's Marvelous Mechanical Museum,2012-00-00,55,54,78,20,0,10,-13,F#/G♭ Major,4,27emps8GRCspKOOYAj0A7i,TCAAY1158683,1
255,New God,Moon Walker,99,10A,78,2024-12-06,03:22,52,,New God,2024-11-08,56,23,0,68,0,30,-7,B Minor,4,5TxHd6feUaIpJxLAjpYJZp,QZWFP2499311,1
258,5/4,Gorillaz,96,8B,92,2024-12-19,02:42,60,,Gorillaz,2001-03-26,80,9,0,81,0,0,-3,C Major,5,5Q10MhatY5DkgBfbWUkRpN,GBAYE0001409,1
259,Nature Trips,Eyedress,194,9B,74,2024-12-20,03:15,43,,Nature Trips,2013-10-14,57,0,80,22,0,10,-6,G Major,4,5qUlWiXKKasWzU8FvvvD3Y,GBBKS1300141,1
260,Je te laisserai des mots,Patrick Watson,133,10B,19,2024-12-20,02:40,6,,Je te laisserai des mots,2010-09-10,30,99,50,21,0,10,-17,D Major,4,0V5cvmTKsYmF5FmGGEAfmS,CA0RZ1000020,2
268,Stay And Decay,Unlike Pluto,81,6A,54,2024-12-20,03:45,0,,Stay And Decay,2019-08-21,51,31,0,59,0,10,-12,G Minor,4,5sFeSB1BheGU1tynVYEXh0,NLRD51632341,1
271,I Just Want to Be the One You Love,Boxout,141,8A,35,2024-12-20,01:20,0,,I Just Want to Be the One You Love,2019-06-14,50,97,4,25,0,20,-9,A Minor,1,7gZDMiW9u6N3UIgBzbdUFU,QZFYY1924938,1
281,Piano Man,Billy Joel,178,8B,55,2025-01-25,05:39,85,soft rock,Piano Man (Legacy Edition),1973-11-07,33,61,0,43,0,10,-6,C Major,3,70C4NyhjD5OZUMzvWZ3njJ,USSM17300504,1
282,My Kind of Woman,Mac DeMarco,92,11A,77,2025-03-02,03:10,83,"indie, lo-fi indie",2,2012-10-16,50,0,49,46,0,10,-7,F#/G♭ Minor,4,6jgkEbmQ2F2onEqsEhiliL,QMMZN1200053,2
283,Kids,Current Joys,113,2B,66,2025-03-02,04:29,78,lo-fi indie,Kids,2015-03-08,83,52,36,90,0,0,-10,F#/G♭ Major,4,6cMMZ2pdP4PkYsVJqX2WUh,TCACS1677524,1
284,Heaven Knows I'm Miserable Now - 2011 Remaster,The Smiths,114,2B,76,2025-03-02,03:35,83,"new wave, madchester, jangle pop",Hatful of Hollow,1984-00-00,61,3,0,77,0,10,-5,F#/G♭ Major,4,1xaTREM89RbIxkcjlpf4Uw,GBCRL1100070,2
286,When the Sun Hits,Slowdive,94,10B,53,2025-03-02,04:45,79,"shoegaze, dream pop, slowcore",Souvlaki,1993-00-00,33,0,71,22,0,10,-12,D Major,4,0oxYB9GoOIDrdzniNdKC44,GBBQY0400041,1
290,Velvet Ring - 2023 Remaster,Big Thief,139,8B,40,2025-03-02,02:35,76,,Masterpiece (2023 Remaster),2016-00-00,32,44,1,28,0,10,-12,C Major,4,3oBNQdDbNrs8wQbcZ3BXwP,GBAFL2300467,1
291,did i tell u that i miss u,adore,112,11B,75,2025-03-02,01:55,70,,did i tell u that i miss u,2024-05-30,57,17,79,24,0,30,-9,A Major,4,3qeFjtPJ1lIRKDTB5DZWpt,CA5KR2447784,1
296,Темная ночь,Mark Bernes,112,9B,26,2025-07-20,02:55,38,,Песни Великой Победы,2024-05-06,43,94,0,42,0,10,-16,G Major,4,0dRRv81hXsx3hhVZOorD0y,RUA7C1911989,1
297,My Endeavour,Ruby Roberts,176,8B,82,2025-09-07,04:05,60,,My Endeavour,2025-07-23,42,6,0,42,0,30,-5,C Major,3,0Kf2FvTEVMj94zMNEF3zKN,GXGNZ2500004,1
300,Float,The Neighbourhood,124,1A,88,2025-09-21,04:21,56,,I Love You.,2013-04-22,56,3,0,47,0,10,-4,G#/A♭ Minor,4,4MUvaBckjtNGlxX1IuHDPW,USSM11300898,1
302,Year Of Silence,Crystal Castles,115,3A,86,2025-10-21,04:52,49,"witch house, electroclash, new rave, alternative dance",Crystal Castles (II),2010-01-01,53,0,0,14,0,20,-4,A#/B♭ Minor,4,7fmN0e0igEaff8Xd7pj31W,GBUM71001707,1
303,Shadows,Twin Tribes,86,10A,64,2025-10-21,03:07,52,"darkwave, post-punk, cold wave, gothic rock, deathrock",Shadows,2018-01-31,58,0,54,71,0,10,-7,B Minor,4,2Le4R47s0PyT0oWcD7qifb,ushm21887901,1
304,Devil in Disguise,Marino,110,12A,40,2025-10-24,01:44,81,,Devil in Disguise,2025-07-18,90,51,0,62,0,10,-10,C♯/D♭ Minor,4,3MKhTroJs5GF9H7LqN9fiw,CA5KR2543145,1
312,No Plan,Hozier,80,8A,75,2026-01-02,05:31,54,,"Wasteland, Baby!",2019-03-01,46,12,0,56,0,10,-5,A Minor,4,4byXh93siQtzKLdjKuJaAF,USSM11809028,2
315,Look Who’s Inside Again,Bo Burnham,160,10B,33,2026-01-02,01:23,0,comedy,Inside (The Songs),2021-06-10,64,76,0,65,0,30,-9,D Major,3,7d8dqy6GbiUqotcTSs0jXg,USA2P2122069,3
319,WONDERLAND,Neoni,68,3A,65,2026-01-02,03:17,65,,Wars In A Wonderland,2021-08-20,65,1,0,65,0,10,-3,A#/B♭ Minor,4,1fh4rarBaLB8l5ALt1UvPv,DEWO71700229,2
320,In My Head,The Mysterines,130,10B,94,2026-01-02,03:53,23,indie rock,In My Head,2021-07-08,45,0,0,52,0,50,-4,D Major,4,7jJKNG1a6J1EmovRTjGMb7,GBUM72103172,2
325,Moonlight on the River,Mac DeMarco,140,11B,48,2026-02-10,07:02,80,"indie, lo-fi indie",This Old Dog,2017-05-05,66,25,83,43,0,20,-9,A Major,4,2fhOljbX79loRcdl47SFye,QMMZN1701309,1
330,Parade,The Silver Roads,92,1A,75,2026-04-06,01:46,40,,Parade,2025-12-17,38,19,0,29,0,30,-12,G#/A♭ Minor,4,38WUwUAACexNr60KURK7vr,GX4R52520269,1
11,She,dodie,92,10B,15,2021-05-20,03:33,58,,Human,2019-01-18,48,76,3,23,0,10,-15,D Major,4,45h4w81P5iJJTSeR0jJUQ8,QM6N21808971,1
12,From Eden,Hozier,142,8B,67,2021-05-25,04:43,72,,Hozier (Expanded Edition),2014-09-19,40,58,0,28,0,10,-6,C Major,5,5aRZk9oWIYUB5alrTs8TTV,USSM11405190,1
14,Honey and Glass,Peyton Cardoza,96,6B,38,2021-05-25,01:56,48,spoken word,Honey and Glass,2020-07-26,45,82,2,41,0,20,-12,A#/B♭ Major,4,0WNmMljbubSgfEipIeiPwC,QZK6Q2022043,1
15,GIRL ON TV,chloe moriondo,91,11A,82,2021-05-25,03:12,27,"bedroom pop, indie pop",GIRL ON TV,2020-11-12,59,6,0,74,10,30,-4,F#/G♭ Minor,4,6SnE7mmmYVpvd3QRkpKyXe,USAT22006355,1
16,making bad decisions,Bea Miller,142,9A,53,2021-05-25,03:23,38,,elated!,2020-10-23,65,52,0,21,0,30,-6,E Minor,4,1Kx8rGwhrGtqV2fsxYe3Cr,USHR12040655,1
17,forever is a lie,Bea Miller,91,10B,59,2021-05-25,02:32,32,,elated!,2020-10-23,75,37,0,42,0,10,-4,D Major,4,4O0QcP66fc33qeeazneQad,USHR12040654,1
18,i never wanna die,Bea Miller,88,12A,57,2021-05-25,02:54,34,,elated!,2020-10-23,70,25,0,20,0,30,-5,C♯/D♭ Minor,4,4Mlo1XIsUQdiOQ1x6z3wK4,USHR12040656,1
20,Panic Room,Au/Ra,98,4B,43,2021-05-25,03:57,69,,Panic Room,2018-02-09,50,15,0,6,0,10,-9,G#/A♭ Major,4,7uUahoeqGNRMbpdeiLj1rS,GBARL1702250,1
22,No Plan,Hozier,80,8A,75,2021-05-25,05:31,54,,"Wasteland, Baby!",2019-03-01,46,12,0,56,0,10,-5,A Minor,4,4byXh93siQtzKLdjKuJaAF,USSM11809028,2
23,Ship in a Bottle,fin,108,10B,73,2021-05-25,05:14,1,,Lost at Sea,2017-05-30,40,33,0,42,0,0,-7,D Major,3,7EioHGLoCcjuIgQwKh8O8H,TCADC1705864,1
24,mad at god,Sarah Saint James,140,4B,31,2021-05-27,02:51,0,,mad at god,2021-01-22,65,70,0,40,0,10,-8,G#/A♭ Major,4,2Dd4c7HAPEs67ca7CPdBDn,AUBEC2082068,1
37,Goodbye,Bo Burnham,126,9B,31,2021-11-01,04:09,0,comedy,Inside (The Songs),2021-06-10,73,60,0,15,0,10,-10,G Major,4,6tfPsgvkgbGHWGwq2PpzCI,USA2P2122072,4
40,Look Who’s Inside Again,Bo Burnham,160,10B,33,2021-11-01,01:23,0,comedy,Inside (The Songs),2021-06-10,64,76,0,65,0,30,-9,D Major,3,7d8dqy6GbiUqotcTSs0jXg,USA2P2122069,3
42,Love Like You (feat. Rebecca Sugar) - End Credits,"Steven Universe,Rebecca Sugar",118,5A,24,2021-11-01,02:23,74,,"Steven Universe, Vol. 1 (Original Soundtrack)",2017-06-02,59,88,0,29,0,10,-10,C Minor,3,3z9OnsnvM6SFN2dzrSDdVO,TCADA1768019,2
44,Happier Than Ever,Billie Eilish,81,8B,23,2021-11-01,04:58,85,,Happier Than Ever,2021-07-30,33,77,0,30,0,10,-9,C Major,3,4RVwu0g32PAqgUiJoXsdF8,USUM72105936,3
47,Miss Wanna Die Music Box,Saccharinne,132,8A,63,2021-11-01,03:21,39,,Happy Girl,2020-11-15,72,79,87,78,0,0,-13,A Minor,4,25TvOgkmIevXGukKLkfsWX,QZNWR2076312,1
49,Sweet Hibiscus Tea,Penelope Scott,111,7B,22,2021-11-01,02:25,0,,The Junkyard 2,2020-05-13,65,87,0,61,0,20,-11,F Major,4,4ZUv5GgKcziw6ZjyxUfudU,QZES92051839,4
51,Two Birds,Regina Spektor,151,8B,50,2021-11-28,03:15,76,anti-folk,Far,2009-06-19,55,80,0,45,0,10,-9,C Major,4,2n0U2OG5d6TuW5mKx7YrC0,USWB10901899,2
52,xanny,Billie Eilish,112,11B,13,2021-11-28,04:03,71,,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",2019-03-29,52,75,0,5,20,20,-18,A Major,4,4QIo4oxwzzafcBWkKjDpXY,USUM71900765,3
53,Everybody Dies,Billie Eilish,65,6A,16,2021-11-28,03:26,69,,Happier Than Ever,2021-07-30,28,93,18,6,0,0,-17,G Minor,3,5jhBwnqzNNrENXnYrAdoCe,USUM72105933,2
54,Love is Pain,FINNEAS,78,11B,14,2021-11-28,03:44,49,,Optimist,2021-10-15,61,93,0,11,0,0,-15,A Major,4,2tJUcBxiQEYSCzC3BdIOk8,USUG12103246,1
55,Show Yourself,"Idina Menzel,Evan Rachel Wood",123,2B,43,2021-11-28,04:20,73,"musicals, ",Frozen 2 (Original Motion Picture Soundtrack/Deluxe Edition),2019-11-15,32,73,0,17,0,0,-7,F#/G♭ Major,4,50WeOnXhM1H7AZEeIDoWfZ,USWD11994671,1
58,take me back to New York City,LukeTrepp,93,5A,27,2021-11-28,04:43,27,,take me back to New York City,2021-04-25,47,30,0,47,0,30,-14,C Minor,4,2JOc3450y5kvo27SmbWE6Y,QZHN32193423,1
59,Never Coming Home,Scruffpuppie,82,3B,46,2021-11-28,04:00,34,"lo-fi indie, midwest emo",Never Coming Home,2020-10-27,44,69,0,15,0,10,-7,C♯/D♭ Major,4,0N0WwX2M7mN4TiLXRyKkCR,NLRD51952771,1
60,I Want To Be With You,chloe moriondo,120,12B,44,2021-11-28,02:59,54,"bedroom pop, indie pop",Blood Bunny,2021-05-07,74,2,0,37,0,10,-7,E Major,4,4LK36kV9w3KBD2GYL26ZBq,USAT22004111,1
61,two queens in a king sized bed,girl in red,114,11B,22,2021-11-28,03:10,0,bedroom pop,two queens in a king sized bed,2020-11-18,36,91,0,17,0,0,-15,A Major,4,1pUyZuge2qoSG1nzDxftQJ,GBKPL2027336,1
62,i need to be alone.,girl in red,148,6B,55,2021-11-28,02:56,0,bedroom pop,i need to be alone.,2019-03-13,51,27,0,58,0,20,-10,A#/B♭ Major,4,7LBfVMw4MNNGCLGmXeuDv6,GBKPL1939652,2
64,City of Angels,Em Beihold,75,12B,37,2021-11-28,03:14,0,,City of Angels,2020-08-14,68,79,0,34,0,30,-7,E Major,4,5amAJIEdIVtWYEi4wGp7Fn,QZK6P2075238,1
66,Woke Up In Japan,5 Seconds of Summer,127,9B,87,2021-11-28,02:37,50,,Youngblood (Deluxe),2018-06-15,68,1,0,65,10,10,-4,G Major,4,5FA9XC36IlV9bnhMqqzNc9,GBUM71800873,1
67,Monster Among Men,5 Seconds of Summer,166,8B,68,2021-11-28,03:12,51,,Youngblood (Deluxe),2018-06-15,50,9,0,48,0,0,-5,C Major,4,7CQN84rMdkBzXJVsvefOM6,GBUM71800866,1
68,Nights Like These,Pigeon Pit,92,10B,33,2021-12-01,02:01,55,"folk punk, midwest emo, anti-folk, queercore",Shut In,2015-05-31,63,87,0,88,10,10,-14,D Major,3,7s7KOxwTHHnVBmtphJKWRk,QMPKX1764664,1
81,I'd Rather Sleep,Kero Kero Bonito,142,6B,58,2022-02-05,01:55,0,,Intro Bonito,2014-08-25,77,1,36,86,0,10,-7,A#/B♭ Major,4,56JcHvg7W4cCs6fQEOz2gW,GBSV71400025,4
84,Crack Baby,Mitski,64,2B,55,2022-02-21,04:52,68,,Puberty 2,2016-06-17,18,0,25,6,0,0,-12,F#/G♭ Major,4,0I0MPzbmzsjpttpkqWgNyx,USJ5G1612310,3
85,Class of 2013,Mitski,126,8B,22,2022-03-02,01:49,0,,"Retired from Sad, New Career in Business",2013-08-01,44,94,0,12,0,10,-11,C Major,3,4N2ibi4kcH4D5ZYYvMiKsg,ushm81309669,3
86,THE SNAKE,Lana Lubany,176,11A,37,2022-03-17,02:56,47,,THE SNAKE,2022-02-22,54,66,2,9,0,10,-11,F#/G♭ Minor,3,4tRXJwAv2zZrcDcfjTUekQ,USUYG1412486,1
87,Scream It to the Whole World,Abigail Fierce,127,12B,72,2022-06-21,03:27,29,,Scream It to the Whole World,2021-06-04,65,4,0,74,0,10,-5,E Major,4,1Ux9Ql1kyqa0skExUNerDW,usdy42144201,1
88,Kyoto,Phoebe Bridgers,131,1B,75,2022-06-28,03:04,66,,Punisher,2020-06-18,60,5,30,49,0,0,-7,B Major,4,4vjvx7Zxkb4AltGcZ0BBvI,USJ5G2020003,1
93,Mind Over Matter,Young the Giant,155,8B,76,2022-07-01,04:04,73,,Mind Over Matter,2014-01-17,47,0,0,29,0,10,-4,C Major,4,5Az8KU81g2aLBbJN67F2CI,USAT21304149,3
96,Smile Boyo,Vundabar,79,4A,66,2022-07-12,03:28,52,,Gawk,2015-07-24,55,26,0,51,0,10,-6,F Minor,4,6SHTRuxHS9pM3BJsTn4PcU,USDY41567491,2
97,How to Rest,The Crane Wives,132,2B,49,2022-07-27,05:18,0,,The Fool in Her Wedding Gown,2012-09-22,69,62,0,31,0,10,-8,F#/G♭ Major,4,5mnLI0XImuEHiCBkGGHvbq,QMM891210012,1
99,Destroyed By Hippie Powers,Car Seat Headrest,105,11B,66,2022-08-06,05:03,52,"midwest emo, indie rock",Teens Of Denial,2016-05-20,53,1,2,32,0,0,-6,A Major,4,4mxoJfHYvwuWCwqnZvzggL,USMTD1607729,1
100,why do i do that,"Ayleen Valentine,Chaos Canine",96,10A,74,2022-08-06,02:24,0,,why do i do that,2022-04-29,66,23,0,80,0,10,-6,B Minor,4,74ghwSkVzbegV8Iv2Y2BqM,QZQAY2245282,1
101,All I Ever Asked,Rachel Chinouriri,115,7B,46,2022-08-06,03:35,57,,All I Ever Asked,2022-03-08,91,47,0,85,0,0,-8,F Major,4,2F9DCIJ7ZXHhNkiIlIIOkw,GBAYE2200182,1
102,HEAD,Devon Again,104,12A,82,2022-08-06,01:51,45,,HEAD,2022-07-15,66,4,0,46,0,40,-2,C♯/D♭ Minor,4,5stVamqETg34UDrpC5Zwhy,QZK6J2255578,1
103,In My Head,The Mysterines,130,10B,94,2022-08-07,03:53,23,indie rock,In My Head,2021-07-08,45,0,0,52,0,50,-4,D Major,4,7jJKNG1a6J1EmovRTjGMb7,GBUM72103172,2
104,Longshot,Catfish and the Bottlemen,103,9B,77,2022-08-07,03:52,46,"indie, indie rock",Longshot,2019-01-08,48,0,0,47,0,10,-4,G Major,4,1Yi8XPnCPoimWwqxwm3uz9,GBUM71804352,1
105,Jumpsuit,Twenty One Pilots,127,10A,61,2022-08-07,03:58,68,,Trench,2018-10-05,62,1,16,24,0,20,-8,B Minor,4,1E1uGhNdBe6Dddbgs2KqtZ,USAT21804142,1
106,Watch Your Mouth,The Backseat Lovers,88,10B,38,2022-08-12,04:31,64,,When We Were Friends,2019-01-27,57,39,2,24,0,10,-11,D Major,4,4DHLopEsKDwQBgucGKJuzj,USCGH1936385,1
107,WONDERLAND,Neoni,68,3A,65,2022-08-14,03:17,65,,Wars In A Wonderland,2021-08-20,65,1,0,65,0,10,-3,A#/B♭ Minor,4,1fh4rarBaLB8l5ALt1UvPv,DEWO71700229,2
108,Overreaction,HappyHappy,81,8B,74,2022-08-14,05:13,24,"folk punk, anti-folk, midwest emo",Zozobra,2019-05-17,62,5,0,50,0,30,-6,C Major,4,4nbjjld8YhPFejuQKrBEMH,QZES91972226,1
109,Bikes & Bonfires,Local News Legend,116,9B,43,2022-08-14,03:23,0,"folk punk, anti-folk, midwest emo",Split Peas,2019-06-05,71,63,0,74,0,30,-11,G Major,4,4dnnZFGewSYD3SVzsvLZMu,USDHM2107227,1
110,Five,Sleeping At Last,111,2B,42,2022-08-16,05:55,36,,Atlas: Enneagram,2019-07-11,45,80,35,14,0,10,-13,F#/G♭ Major,5,15UttZPJXWsb1fSLwNSfov,USGES1907005,1
111,Four,Sleeping At Last,125,7B,11,2022-08-16,04:51,41,,Atlas: Enneagram,2019-07-11,35,97,0,14,0,10,-13,F Major,3,6XvzSF3NDwOKP6RF0YmXEU,USGES1907004,1
112,Six,Sleeping At Last,109,1B,35,2022-08-16,04:14,42,,Atlas: Enneagram,2019-07-11,23,88,0,18,0,0,-10,B Major,4,5os4iDInR4chqaCdXi895k,USGES1907006,1
113,Seven,Sleeping At Last,120,5B,46,2022-08-16,04:21,37,,Atlas: Enneagram,2019-07-11,46,65,0,12,0,10,-12,D#/E♭ Major,4,7zbFh74zImpQho3btxuANN,USGES1907007,1
114,Twin Size Mattress,The Front Bottoms,145,12B,87,2022-08-18,04:24,71,"midwest emo, folk punk, emo",Talon Of The Hawk,2013-05-21,33,1,0,34,0,10,-6,E Major,4,14N3tALR3Mhf7UHpJRKk4L,US37V1322204,1
115,i'll die anyway.,girl in red,158,8B,63,2022-08-18,03:12,0,bedroom pop,i'll die anyway.,2019-07-17,47,0,57,17,0,0,-7,C Major,4,7yyJF1BYBaCifNmO1RGhv7,GBKPL1956621,2
118,ラッキープール,JUDY AND MARY,103,10B,84,2022-08-27,05:35,46,"j-pop, anime, j-rock, kayōkyoku",WARP,2000-00-00,61,14,0,58,0,10,-4,D Major,4,00Z1o8c9lApIYLnlXTfJB4,JPES00002967,1
119,Inarticulation,Rio Romeo,128,1B,41,2022-09-03,02:43,0,,Inarticulation,2022-09-02,50,80,0,56,0,10,-8,B Major,4,1V8lTzBz2irnrqIVsjOuFL,UK6KW2200111,2
121,Carry Me Out,Mitski,119,9B,38,2022-09-16,03:53,57,,Bury Me At Makeout Creek,2014-11-11,19,2,0,11,0,10,-9,G Major,3,4CwGmNXIrcp04sjG3pajXY,USA2B1511610,2
122,Machine,Imagine Dragons,81,12B,68,2022-09-16,03:01,64,,Origins (Deluxe),2018-11-09,64,0,1,59,0,10,-5,E Major,4,4uGY9CqDtGtaTTLg1cgsWD,USUM71816159,2
132,Loud,Eva Pagán,56,12B,30,2022-09-17,02:24,0,,Loud,2022-09-08,59,27,0,49,0,10,-10,E Major,3,2YDPikS8jvS2rsWF0ozCvY,UK6KW2200135,1
134,I Don't Think Ur Sorry,Taylor Mecca,156,10B,57,2022-10-04,03:07,42,,I Don't Think Ur Sorry,2022-09-23,70,45,0,81,10,20,-7,D Major,4,1yQsqGxlxTO6PSnD7gS5tC,QZTPX2217760,1
